51.509254,-0.161045,-0.014703,0.047210,0.000000
51.509239,-0.161041,0.147940,-0.018231,-7.025152
51.509244,-0.161047,0.236328,0.013133,3.180761
51.509252,-0.161043,0.506629,-0.015882,-1.795587
51.509254,-0.161043,0.761617,0.007516,0.565383
51.509258,-0.161046,0.983849,0.011226,0.653726
51.509261,-0.161041,1.241293,0.013961,0.644374
51.509266,-0.161038,1.237453,-0.019765,-0.915075
51.509275,-0.161038,1.243999,-0.008011,-0.368978
51.509278,-0.161035,1.252805,-0.002347,-0.107343
51.509284,-0.161038,1.238706,0.003888,0.179858
51.509291,-0.161038,1.265454,-0.026516,-1.200381
51.509295,-0.161037,1.230724,0.036256,1.687392
51.509300,-0.161035,1.238197,0.022913,1.060145
51.509307,-0.161035,1.271873,-0.012660,-0.570300
51.509313,-0.161033,1.252919,0.014224,0.650438
51.509318,-0.161032,1.237150,0.003102,0.143668
51.509325,-0.161031,1.257850,-0.002716,-0.123717
51.509330,-0.161032,1.263483,0.017302,0.784553
51.509335,-0.161032,1.268065,0.034779,1.571032
51.509341,-0.161034,1.235045,0.037745,1.750496
51.509347,-0.161035,1.247902,0.015898,0.729917
51.509352,-0.161035,1.274630,0.000092,0.004130
51.509358,-0.161035,1.253782,0.034406,1.571920
51.509363,-0.161035,1.261832,-0.009203,-0.417885
51.509370,-0.161035,1.240204,-0.017492,-0.808068
51.509375,-0.161036,1.240739,0.002058,0.095014
51.509381,-0.161037,1.244109,0.011119,0.512072
51.509386,-0.161037,1.270368,0.013204,0.595493
51.509392,-0.161036,1.244430,-0.044526,-2.049165
51.509397,-0.161036,1.254887,-0.032783,-1.496463
51.509403,-0.161036,1.225325,-0.010845,-0.507083
51.509408,-0.161037,1.217720,-0.004508,-0.212088
51.509414,-0.161036,1.240489,-0.011228,-0.518592
51.509419,-0.161036,1.210794,-0.000323,-0.015295
51.509424,-0.161036,1.236674,-0.003163,-0.146564
51.509430,-0.161034,1.250918,0.005599,0.256448
51.509436,-0.161034,1.231124,-0.011238,-0.523004
51.509441,-0.161033,1.244886,0.003050,0.140356
51.509447,-0.161033,1.252321,0.014643,0.669893
51.509452,-0.161034,1.259145,0.011811,0.537447
51.509457,-0.161033,1.243040,0.008507,0.392106
51.509463,-0.161032,1.228065,0.018515,0.863776
51.509468,-0.161031,1.236702,0.008278,0.383528
51.509474,-0.161033,1.260363,-0.027216,-1.237018
51.509480,-0.161034,1.241298,-0.016661,-0.768986
51.509486,-0.161035,1.257499,-0.021740,-0.990431
51.509492,-0.161035,1.207051,0.026069,1.237253
51.509497,-0.161035,1.239088,0.008651,0.399999
51.509502,-0.161034,1.233602,-0.008746,-0.406226
51.509508,-0.161035,1.252130,-0.008007,-0.366390
51.509514,-0.161035,1.255780,-0.042565,-1.941316
51.509519,-0.161035,1.273282,0.005148,0.231642
51.509524,-0.161035,1.252167,-0.024023,-1.099107
51.509530,-0.161036,1.210501,-0.008919,-0.422163
51.509536,-0.161035,1.240555,-0.056782,-2.620677
51.509541,-0.161036,1.253520,-0.030493,-1.393505
51.509547,-0.161037,1.241752,-0.036597,-1.688144
51.509552,-0.161037,1.248323,-0.045753,-2.099060
51.509558,-0.161038,1.242643,-0.027250,-1.256248
51.509564,-0.161038,1.252535,-0.005597,-0.256024
51.509570,-0.161037,1.252796,-0.015580,-0.712505
51.509575,-0.161037,1.257800,-0.013561,-0.617722
51.509580,-0.161037,1.233405,-0.000842,-0.039113
51.509586,-0.161037,1.236024,-0.020161,-0.934485
