51.509254,-0.161045,-0.009992,0.000385,-1.542892
51.509254,-0.161045,0.129905,-0.004587,-2.870928
51.509255,-0.161045,0.389944,-0.006456,-1.173828
51.509257,-0.161045,0.579924,-0.009205,-0.723240
51.509259,-0.161046,0.779917,-0.010499,-1.095523
51.509263,-0.161046,1.029984,-0.004371,-0.446965
51.509267,-0.161046,1.159988,0.003261,-0.039383
51.509273,-0.161046,1.329609,-0.018213,0.361497
51.509279,-0.161046,1.259470,-0.035949,-1.931095
51.509284,-0.161046,1.219762,-0.023612,-1.338807
51.509290,-0.161046,1.319911,-0.013957,-0.879191
51.509296,-0.161046,1.369780,-0.020883,-0.332447
51.509302,-0.161046,1.349772,-0.011144,-1.414408
51.509308,-0.161047,1.259973,0.002370,0.468297
51.509314,-0.161047,1.319976,0.001893,-0.252728
51.509320,-0.161046,1.309881,-0.006786,0.417030
51.509325,-0.161047,1.329493,-0.034899,-1.010656
51.509331,-0.161047,1.269221,-0.044480,-1.996680
51.509337,-0.161047,1.328953,0.005626,-2.017555
51.509343,-0.161047,1.278614,0.059448,2.502626
51.509349,-0.161047,1.258904,0.051473,2.821409
51.509354,-0.161046,1.229503,0.034528,1.861270
51.509360,-0.161046,1.299809,0.018707,1.355937
51.509366,-0.161046,1.259987,0.000907,0.293130
51.509371,-0.161046,1.299995,-0.002825,-0.210658
51.509377,-0.161046,1.269909,-0.011156,-0.038330
51.509383,-0.161046,1.289608,-0.030553,-0.968343
51.509389,-0.161046,1.249370,-0.039641,-1.746012
51.509394,-0.161046,1.269633,-0.026251,-1.888643
51.509400,-0.161047,1.199629,-0.025527,-0.480287
51.509406,-0.161047,1.248118,-0.064871,-1.957788
51.509411,-0.161047,1.287093,-0.086491,-3.992754
51.509417,-0.161048,1.288261,-0.064222,-3.696050
51.509423,-0.161048,1.309272,-0.043608,-2.011801
51.509429,-0.161049,1.349157,-0.047443,-1.803466
51.509435,-0.161049,1.299048,-0.049737,-2.224501
51.509441,-0.161049,1.339292,-0.042891,-2.160778
51.509447,-0.161050,1.249590,-0.032009,-1.507762
51.509452,-0.161050,1.349783,-0.013645,-1.426935
51.509458,-0.161050,1.279984,0.006398,0.268530
51.509464,-0.161050,1.229987,0.000872,0.304233
51.509469,-0.161050,1.249869,-0.015011,-0.223017
51.509475,-0.161050,1.279737,0.000190,-1.153172
